target_transition,lower_v,transition_v,upper_v,inl_ep_lsb
193,0.847270382858637,0.8473482026828557,0.8474260225070744,0.005868761552678547
194,0.8605303907018949,0.8606082105261136,0.8606860303503323,0.005868761552678547
195,0.8737903985451527,0.8738682183693715,0.8739460381935902,0.005868761552678547
196,0.8868947667399731,0.8869725865641919,0.8870504063884106,-0.005868761552678547
197,0.8999991349347934,0.9000769547590122,0.900154774583231,-0.017606284658044015
198,0.9132591427780513,0.91333696260227,0.9134147824264889,-0.017606284658044015
199,0.9265191506213092,0.9265969704455279,0.9266747902697468,-0.017606284658044015
200,0.9400904377614421,0.9401682575856608,0.9402460774098795,0.005868761552678547
201,0.9535060852531374,0.9535839050773562,0.953661724901575,0.017606284658044015
202,0.9667660930963953,0.9668439129206141,0.9669217327448328,0.017606284658044015
203,0.9800261009396531,0.980103920763872,0.9801817405880907,0.017606284658044015
204,0.9931304691344736,0.9932082889586923,0.993286108782911,0.005868761552678547
205,1.006234837329294,1.0063126571535128,1.0063904769777314,-0.0058687615526701745
206,1.0193392055241142,1.019417025348333,1.0194948451725518,-0.017606284658044015
207,1.0327548530158097,1.0328326728400286,1.0329104926642472,-0.0058687615526701745
208,1.046170500507505,1.0462483203317237,1.0463261401559425,0.0058687615526701745
209,1.059430508350763,1.0595083281749815,1.0595861479992004,0.0058687615526701745
210,1.0725348765455833,1.0726126963698022,1.0726905161940208,-0.0058687615526701745
211,1.0857948843888412,1.08587270421306,1.0859505240372787,-0.0058687615526701745
212,1.0988992525836614,1.0989770724078802,1.099054892232099,-0.017606284658044015
213,1.1120036207784818,1.1120814406027004,1.1121592604269193,-0.029343807763417856
214,1.1252636286217397,1.1253414484459583,1.1254192682701771,-0.029343807763417856
215,1.1385236364649975,1.1386014562892162,1.138679276113435,-0.029343807763417856
216,1.1520949236051305,1.1521727434293494,1.152250563253568,-0.0058687615526701745
217,1.1656662107452633,1.1657440305694822,1.165821850393701,0.017606284658044015
218,1.1787705789400837,1.1788483987643024,1.1789262185885212,0.0058687615526701745
219,1.1920305867833416,1.1921084066075602,1.192186226431779,0.0058687615526701745
220,1.205134954978162,1.2052127748023809,1.2052905946265995,-0.0058687615526701745
221,1.2182393231729822,1.218317142997201,1.21839496282142,-0.017606284658044015
222,1.23149933101624,1.231577150840459,1.2316549706646778,-0.017606284658044015
223,1.244759338859498,1.2448371586837168,1.2449149785079356,-0.017606284658044015
224,1.2584862656480684,1.2585640854722873,1.258641905296506,0.017606284658044015
225,1.271901913139764,1.2719797329639828,1.2720575527882014,0.029343807763417856
226,1.2850062813345842,1.285084101158803,1.2851619209830218,0.017606284658044015
227,1.298266289177842,1.2983441090020609,1.2984219288262797,0.017606284658044015
228,1.3113706573726625,1.311448477196881,1.3115262970211,0.0058687615526701745
229,1.3246306652159203,1.324708485040139,1.3247863048643578,0.0058687615526701745
230,1.3377350334107407,1.3378128532349596,1.3378906730591782,-0.0058687615526701745
231,1.3509950412539986,1.3510728610782174,1.351150680902436,-0.0058687615526701745
232,1.364721968042569,1.364799787866788,1.3648776076910065,0.029343807763417856
233,1.3781376155342644,1.378215435358483,1.3782932551827018,0.041081330868758204
234,1.3912419837290848,1.3913198035533036,1.3913976233775223,0.029343807763417856
235,1.4045019915723427,1.4045798113965615,1.4046576312207801,0.029343807763417856
236,1.4176063597671629,1.4176841795913817,1.4177619994156005,0.017606284658044015
237,1.4307107279619833,1.430788547786202,1.4308663676104207,0.0058687615526701745
238,1.4439707358052412,1.4440485556294598,1.4441263754536786,0.0058687615526701745
239,1.457230743648499,1.4573085634727176,1.4573863832969365,0.0058687615526701745
240,1.4706463911401944,1.4707242109644132,1.470802030788632,0.017606284658044015
241,1.4839063989834522,1.483984218807671,1.48406203863189,0.017606284658044015
